"GZTD_taxonID","scientificName","acceptedNameUsageID","acceptedNameUsage","taxonRank","kingdom","phylum","class","order","family","genus","majorgroup","GZTD_nrecords","SpecCode"
4877,"Styliola subula","urn:lsid:marinespecies.org:taxname:139048","Styliola subula (Quoy & Gaimard, 1827)","Species","Animalia","Mollusca","Gastropoda","Pteropoda","Creseidae","Styliola","Pteropod",4,5959
4878,"Telodiacria quadridentata","urn:lsid:marinespecies.org:taxname:1419957","Telodiacria quadridentata (Blainville, 1821)","Species","Animalia","Mollusca","Gastropoda","Pteropoda","Cavoliniidae","Telodiacria","Pteropod",3,
4879,"Thielea helicoides","urn:lsid:marinespecies.org:taxname:729876","Thielea helicoides (Jeffreys, 1877)","Species","Animalia","Mollusca","Gastropoda","Pteropoda","Limacinidae","Thielea","Pteropod",1,154712
4880,"Thliptodon","urn:lsid:marinespecies.org:taxname:137797","Thliptodon Boas, 1886","Genus","Animalia","Mollusca","Gastropoda","Pteropoda","Clionidae","Thliptodon","Pteropod",3,
4881,"Thliptodon diaphanus","urn:lsid:marinespecies.org:taxname:224463","Thliptodon diaphanus (Meisenheimer, 1902)","Species","Animalia","Mollusca","Gastropoda","Pteropoda","Clionidae","Thliptodon","Pteropod",1,8461
4883,"Acromitus maculosus","urn:lsid:marinespecies.org:taxname:288827","Acromitus maculosus Light, 1914","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Catostylidae","Acromitus","Scyphomedusae",2,92693
4885,"Atolla","urn:lsid:marinespecies.org:taxname:135248","Atolla Haeckel, 1880","Genus","Animalia","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla","Scyphomedusae",8,
4886,"Atolla parva","urn:lsid:marinespecies.org:taxname:135280","Atolla parva Russell, 1958","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla","Scyphomedusae",1,44995
4887,"Atolla vanhoeffeni","urn:lsid:marinespecies.org:taxname:135281","Atolla vanhoeffeni Russell, 1957","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla","Scyphomedusae",7,44996
4888,"Atolla wyvillei","urn:lsid:marinespecies.org:taxname:135282","Atolla wyvillei Haeckel, 1880","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Atollidae","Atolla","Scyphomedusae",45,44997
4891,"Atorella vanhoeffeni","urn:lsid:marinespecies.org:taxname:287152","Atorella vanhoeffeni Bigelow, 1909","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Atorellidae","Atorella","Scyphomedusae",1,45002
4893,"Aurelia","urn:lsid:marinespecies.org:taxname:135263","Aurelia Lamarck, 1816","Genus","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Scyphomedusae",7,
4894,"Aurelia aurita","urn:lsid:marinespecies.org:taxname:135306","Aurelia aurita (Linnaeus, 1758)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Scyphomedusae",1502,44404
4895,"Aurelia labiata","urn:lsid:marinespecies.org:taxname:287213","Aurelia labiata Chamisso & Eysenhardt, 1821","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Scyphomedusae",109,44405
4896,"Aurelia limbata","urn:lsid:marinespecies.org:taxname:158199","Aurelia limbata Brandt, 1835","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Aurelia","Scyphomedusae",1,44406
4898,"Cassiopea","urn:lsid:marinespecies.org:taxname:135253","Cassiopea Péron & Lesueur, 1810","Genus","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Cassiopeidae","Cassiopea","Scyphomedusae",2,
4899,"Cassiopea andromeda","urn:lsid:marinespecies.org:taxname:135295","Cassiopea andromeda (Forskål, 1775)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Cassiopeidae","Cassiopea","Scyphomedusae",5,45035
4900,"Cassiopea xamachana","urn:lsid:marinespecies.org:taxname:287172","Cassiopea xamachana Bigelow, 1892","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Cassiopeidae","Cassiopea","Scyphomedusae",1,44748
4904,"Catostylus mosaicus","urn:lsid:marinespecies.org:taxname:220491","Catostylus mosaicus (Quoy & Gaimard, 1824)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Catostylidae","Catostylus","Scyphomedusae",8,44751
4907,"Chrysaora achlyos","urn:lsid:marinespecies.org:taxname:287202","Chrysaora achlyos Martin, Gershwin, Burnett, Cargo & Bloom, 1997","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",1,44392
4908,"Chrysaora colorata","urn:lsid:marinespecies.org:taxname:287204","Chrysaora colorata (Russell, 1964)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",5,92761
4909,"Chrysaora fuscescens","urn:lsid:marinespecies.org:taxname:287206","Chrysaora fuscescens Brandt, 1835","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",36,89057
4910,"Chrysaora hysoscella","urn:lsid:marinespecies.org:taxname:135304","Chrysaora hysoscella (Linnaeus, 1767)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",53,44395
4911,"Chrysaora lactea","urn:lsid:marinespecies.org:taxname:287208","Chrysaora lactea Eschscholtz, 1829","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",2,44396
4912,"Chrysaora melanaster","urn:lsid:marinespecies.org:taxname:287209","Chrysaora melanaster Brandt, 1835","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",19,44397
4913,"Chrysaora plocamia","urn:lsid:marinespecies.org:taxname:287210","Chrysaora plocamia (Lesson, 1830)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",1,44398
4914,"Chrysaora quinquecirrha","urn:lsid:marinespecies.org:taxname:220476","Chrysaora quinquecirrha (Desor, 1848)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Chrysaora","Scyphomedusae",225,44399
4915,"Coronatae","urn:lsid:marinespecies.org:taxname:851649","Coronatae Vanhöffen, 1892","Order","Animalia","Cnidaria","Scyphozoa","Coronatae",,,"Scyphomedusae",1,
4917,"Cotylorhiza tuberculata","urn:lsid:marinespecies.org:taxname:135297","Cotylorhiza tuberculata (Macri, 1778)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Cepheidae","Cotylorhiza","Scyphomedusae",8,44759
4919,"Cyanea capillata","urn:lsid:marinespecies.org:taxname:135301","Cyanea capillata (Linnaeus, 1758)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","Scyphomedusae",344,44385
4920,"Cyanea nozakii","urn:lsid:marinespecies.org:taxname:287197","Cyanea nozakii Kishinouye, 1891","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Cyaneidae","Cyanea","Scyphomedusae",1,44388
4924,"Deepstaria enigmatica","urn:lsid:marinespecies.org:taxname:135307","Deepstaria enigmatica Russell, 1967","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Deepstaria","Scyphomedusae",2,44407
4927,"Discomedusa lobata","urn:lsid:marinespecies.org:taxname:135308","Discomedusa lobata Claus, 1877","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Discomedusa","Scyphomedusae",2,44410
4929,"Drymonema dalmatinum","urn:lsid:marinespecies.org:taxname:135303","Drymonema dalmatinum Haeckel, 1880","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Drymonematidae","Drymonema","Scyphomedusae",1,44391
4935,"Linuche unguiculata","urn:lsid:marinespecies.org:taxname:221098","Linuche unguiculata (Swartz, 1788)","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Linuchidae","Linuche","Scyphomedusae",11,45004
4937,"Lychnorhiza","urn:lsid:marinespecies.org:taxname:267567","Lychnorhiza Haeckel, 1880","Genus","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Lychnorhizidae","Lychnorhiza","Scyphomedusae",1,
4940,"Mastigias papua","urn:lsid:marinespecies.org:taxname:220485","Mastigias papua (Lesson, 1830)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Mastigiidae","Mastigias","Scyphomedusae",9,44765
4943,"Nausithoe atlantica","urn:lsid:marinespecies.org:taxname:135284","Nausithoe atlantica Broch, 1913","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Nausithoidae","Nausithoe","Scyphomedusae",2,45006
4944,"Nausithoe aurea","urn:lsid:marinespecies.org:taxname:287154","Nausithoe aurea Silveira & Morandini, 1997","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Nausithoidae","Nausithoe","Scyphomedusae",2,45007
4945,"Nausithoe marginata","urn:lsid:marinespecies.org:taxname:135288","Nausithoe marginata Kölliker, 1853","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Nausithoidae","Nausithoe","Scyphomedusae",2,45015
4946,"Nausithoe punctata","urn:lsid:marinespecies.org:taxname:135290","Nausithoe punctata Kölliker, 1853","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Nausithoidae","Nausithoe","Scyphomedusae",5,45018
4947,"Nausithoe rubra","urn:lsid:marinespecies.org:taxname:135291","Nausithoe rubra Vanhöffen, 1902","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Nausithoidae","Nausithoe","Scyphomedusae",1,45020
4950,"Nemopilema nomurai","urn:lsid:marinespecies.org:taxname:290453","Nemopilema nomurai Kishinouye, 1922","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Nemopilema","Scyphomedusae",42,89889
4951,"Paraphyllina","urn:lsid:marinespecies.org:taxname:135251","Paraphyllina Maas, 1903","Genus","Animalia","Cnidaria","Scyphozoa","Coronatae","Paraphyllinidae","Paraphyllina","Scyphomedusae",1,
4952,"Paraphyllina intermedia","urn:lsid:marinespecies.org:taxname:287164","Paraphyllina intermedia Maas, 1903","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Paraphyllinidae","Paraphyllina","Scyphomedusae",3,45026
4953,"Paraphyllina ransoni","urn:lsid:marinespecies.org:taxname:135293","Paraphyllina ransoni Russell, 1956","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Paraphyllinidae","Paraphyllina","Scyphomedusae",1,45027
4954,"Paraphyllina rubra","urn:lsid:marinespecies.org:taxname:287165","Paraphyllina rubra Neppi, 1915","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Paraphyllinidae","Paraphyllina","Scyphomedusae",1,92658
4956,"Pelagia","urn:lsid:marinespecies.org:taxname:135262","Pelagia Péron & Lesueur, 1810","Genus","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Pelagia","Scyphomedusae",1,
4957,"Pelagia noctiluca","urn:lsid:marinespecies.org:taxname:135305","Pelagia noctiluca (Forsskål, 1775)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Pelagiidae","Pelagia","Scyphomedusae",250,44401
4959,"Periphylla","urn:lsid:marinespecies.org:taxname:135252","Periphylla F. Müller, 1861","Genus","Animalia","Cnidaria","Scyphozoa","Coronatae","Periphyllidae","Periphylla","Scyphomedusae",2,
4960,"Periphylla periphylla","urn:lsid:marinespecies.org:taxname:135294","Periphylla periphylla (Péron & Lesueur, 1810)","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Periphyllidae","Periphylla","Scyphomedusae",47,45030
4963,"Periphyllopsis galatheae","urn:lsid:marinespecies.org:taxname:290717","Periphyllopsis galatheae Kramp, 1959","Species","Animalia","Cnidaria","Scyphozoa","Coronatae","Periphyllidae","Periphyllopsis","Scyphomedusae",1,45032
4965,"Phacellophora camtschatica","urn:lsid:marinespecies.org:taxname:135309","Phacellophora camtschatica Brandt, 1835","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Phacellophoridae","Phacellophora","Scyphomedusae",15,44411
4968,"Phyllorhiza punctata","urn:lsid:marinespecies.org:taxname:135298","Phyllorhiza punctata von Lendenfeld, 1884","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Mastigiidae","Phyllorhiza","Scyphomedusae",7,44767
4969,"Poralia","urn:lsid:marinespecies.org:taxname:135267","Poralia Vanhöffen, 1902","Genus","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Poralia","Scyphomedusae",1,
4970,"Poralia rufescens","urn:lsid:marinespecies.org:taxname:135310","Poralia rufescens Vanhöffen, 1902","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Poralia","Scyphomedusae",46,44412
4973,"Pseudorhiza haeckeli","urn:lsid:marinespecies.org:taxname:290912","Pseudorhiza haeckeli Haacke, 1884","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Lychnorhizidae","Pseudorhiza","Scyphomedusae",2,44764
4975,"Rhizostoma octopus","urn:lsid:marinespecies.org:taxname:152203","Rhizostoma octopus (Gmelin, 1791)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhizostoma","Scyphomedusae",48,169221
4976,"Rhizostoma pulmo","urn:lsid:marinespecies.org:taxname:135299","Rhizostoma pulmo (Macri, 1778)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhizostoma","Scyphomedusae",15,44381
4979,"Rhizostomeae","urn:lsid:marinespecies.org:taxname:135224","Rhizostomeae Cuvier, 1800","Order","Animalia","Cnidaria","Scyphozoa","Rhizostomeae",,,"Scyphomedusae",1,
4981,"Rhopilema esculentum","urn:lsid:marinespecies.org:taxname:287187","Rhopilema esculentum Kishinouye, 1891","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema","Scyphomedusae",19,92735
4982,"Rhopilema hispidum","urn:lsid:marinespecies.org:taxname:220494","Rhopilema hispidum (Vanhöffen, 1888)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema","Scyphomedusae",8,92738
4983,"Rhopilema verrilli","urn:lsid:marinespecies.org:taxname:158198","Rhopilema verrilli (Fewkes, 1887)","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Rhizostomatidae","Rhopilema","Scyphomedusae",1,89066
4984,"Semaeostomeae","urn:lsid:marinespecies.org:taxname:135225","Semaeostomeae Agassiz, 1862","Order","Animalia","Cnidaria","Scyphozoa","Semaeostomeae",,,"Scyphomedusae",1,
4987,"Stomolophus meleagris","urn:lsid:marinespecies.org:taxname:291140","Stomolophus meleagris Agassiz, 1860","Species","Animalia","Cnidaria","Scyphozoa","Rhizostomeae","Stomolophidae","Stomolophus","Scyphomedusae",13,44383
4989,"Stygiomedusa gigantea","urn:lsid:marinespecies.org:taxname:135311","Stygiomedusa gigantea (Browne, 1910)","Species","Animalia","Cnidaria","Scyphozoa","Semaeostomeae","Ulmaridae","Stygiomedusa","Scyphomedusae",2,44415
4993,"Abyla","urn:lsid:marinespecies.org:taxname:135351","Abyla Quoy & Gaimard, 1827","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abyla","Siphonophore",16,
4994,"Abyla bicarinata","urn:lsid:marinespecies.org:taxname:135401","Abyla bicarinata Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abyla","Siphonophore",3,44691
4995,"Abyla haeckeli","urn:lsid:marinespecies.org:taxname:196556","Abyla haeckeli Lens & van Riemsdijk, 1908","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abyla","Siphonophore",5,44647
4996,"Abyla trigona","urn:lsid:marinespecies.org:taxname:135402","Abyla trigona Quoy & Gaimard, 1827","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abyla","Siphonophore",4,44646
5000,"Abylopsis","urn:lsid:marinespecies.org:taxname:135352","Abylopsis Chun, 1888","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abylopsis","Siphonophore",1,
5001,"Abylopsis eschscholtzii","urn:lsid:marinespecies.org:taxname:196656","Abylopsis eschscholtzii (Huxley, 1859)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abylopsis","Siphonophore",6,
5002,"Abylopsis tetragona","urn:lsid:marinespecies.org:taxname:135403","Abylopsis tetragona (Otto, 1823)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Abylopsis","Siphonophore",16,44695
5003,"Agalma","urn:lsid:marinespecies.org:taxname:135385","Agalma Eschscholtz, 1825","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","Siphonophore",17,
5004,"Agalma elegans","urn:lsid:marinespecies.org:taxname:135484","Agalma elegans (Sars, 1846)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","Siphonophore",13,44704
5005,"Agalma okenii","urn:lsid:marinespecies.org:taxname:135485","Agalma okenii Eschscholtz, 1825","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Agalma","Siphonophore",6,44705
5007,"Amphicaryon","urn:lsid:marinespecies.org:taxname:135370","Amphicaryon Chun, 1888","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Amphicaryon","Siphonophore",1,
5008,"Amphicaryon acaule","urn:lsid:marinespecies.org:taxname:135454","Amphicaryon acaule Chun, 1888","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Amphicaryon","Siphonophore",15,44683
5009,"Amphicaryon ernesti","urn:lsid:marinespecies.org:taxname:135455","Amphicaryon ernesti Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Amphicaryon","Siphonophore",8,44684
5010,"Amphicaryon peltifera","urn:lsid:marinespecies.org:taxname:135456","Amphicaryon peltifera (Haeckel, 1888)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Prayidae","Amphicaryon","Siphonophore",2,86719
5012,"Apolemia","urn:lsid:marinespecies.org:taxname:135393","Apolemia Eschscholtz, 1829","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia","Siphonophore",9,
5013,"Apolemia contorta","urn:lsid:marinespecies.org:taxname:746147","Apolemia contorta (Margulis, 1976)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia","Siphonophore",2,
5014,"Apolemia uvaria","urn:lsid:marinespecies.org:taxname:135497","Apolemia uvaria (Lesueur, 1815)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia","Siphonophore",7,44722
5015,"Apolemia vitiazi","urn:lsid:marinespecies.org:taxname:387262","Apolemia vitiazi (Stepanjants, 1967)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Apolemiidae","Apolemia","Siphonophore",1,
5017,"Athorybia","urn:lsid:marinespecies.org:taxname:135394","Athorybia Eschscholtz, 1829","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Athorybia","Siphonophore",7,
5018,"Athorybia rosacea","urn:lsid:marinespecies.org:taxname:135498","Athorybia rosacea (Forsskål, 1775)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Agalmatidae","Athorybia","Siphonophore",3,44725
5019,"Bargmannia","urn:lsid:marinespecies.org:taxname:135398","Bargmannia Totton, 1954","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Pyrostephidae","Bargmannia","Siphonophore",2,
5020,"Bargmannia elongata","urn:lsid:marinespecies.org:taxname:135506","Bargmannia elongata Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Pyrostephidae","Bargmannia","Siphonophore",10,44706
5021,"Bargmannia lata","urn:lsid:marinespecies.org:taxname:135507","Bargmannia lata Mapstone, 1998","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Pyrostephidae","Bargmannia","Siphonophore",12,89304
5022,"Bassia","urn:lsid:marinespecies.org:taxname:135353","Bassia L. Agassiz, 1862","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Bassia","Siphonophore",1,
5023,"Bassia bassensis","urn:lsid:marinespecies.org:taxname:135404","Bassia bassensis (Quoy & Gaimard, 1833)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Bassia","Siphonophore",6,44689
5024,"Bathyphysa","urn:lsid:marinespecies.org:taxname:135383","Bathyphysa Studer, 1878","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Rhizophysidae","Bathyphysa","Siphonophore",1,
5026,"Ceratocymba","urn:lsid:marinespecies.org:taxname:135354","Ceratocymba Chun, 1888","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Ceratocymba","Siphonophore",1,
5027,"Ceratocymba dentata","urn:lsid:marinespecies.org:taxname:135405","Ceratocymba dentata (Bigelow, 1918)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Ceratocymba","Siphonophore",3,44703
5028,"Ceratocymba leuckartii","urn:lsid:marinespecies.org:taxname:287240","Ceratocymba leuckartii (Huxley, 1859)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Ceratocymba","Siphonophore",5,44700
5029,"Ceratocymba sagittata","urn:lsid:marinespecies.org:taxname:135406","Ceratocymba sagittata (Quoy & Gaimard, 1827)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Ceratocymba","Siphonophore",6,44701
5030,"Chelophyes","urn:lsid:marinespecies.org:taxname:135360","Chelophyes Totton, 1932","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Chelophyes","Siphonophore",1,
5031,"Chelophyes appendiculata","urn:lsid:marinespecies.org:taxname:135417","Chelophyes appendiculata (Eschscholtz, 1829)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Chelophyes","Siphonophore",20,44630
5032,"Chelophyes contorta","urn:lsid:marinespecies.org:taxname:196554","Chelophyes contorta (Lens & van Riemsdijk, 1908)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Chelophyes","Siphonophore",9,44631
5034,"Chuniphyes moserae","urn:lsid:marinespecies.org:taxname:135408","Chuniphyes moserae Totton, 1954","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Chuniphyes","Siphonophore",4,44660
5035,"Chuniphyes multidentata","urn:lsid:marinespecies.org:taxname:135409","Chuniphyes multidentata Lens & van Riemsdijk, 1908","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Chuniphyes","Siphonophore",8,44659
5037,"Clausophyes galeata","urn:lsid:marinespecies.org:taxname:135410","Clausophyes galeata Lens & van Riemsdijk, 1908","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Clausophyes","Siphonophore",3,44632
5038,"Clausophyes laetmata","urn:lsid:marinespecies.org:taxname:287241","Clausophyes laetmata Pugh & Pages, 1993","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Clausophyes","Siphonophore",2,86725
5039,"Clausophyes moserae","urn:lsid:marinespecies.org:taxname:135412","Clausophyes moserae Margulis, 1988","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Clausophyes","Siphonophore",6,89316
5040,"Clausophyes tropica","urn:lsid:marinespecies.org:taxname:287244","Clausophyes tropica Pugh, 1995","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Clausophyes","Siphonophore",2,86726
5043,"Cordagalma ordinatum","urn:lsid:marinespecies.org:taxname:196536","Cordagalma ordinatum (Haeckel, 1888)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Cordagalmatidae","Cordagalma","Siphonophore",9,44711
5046,"Crystallophyes amygdalina","urn:lsid:marinespecies.org:taxname:135414","Crystallophyes amygdalina Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Clausophyidae","Crystallophyes","Siphonophore",5,44671
5048,"Dimophyes","urn:lsid:marinespecies.org:taxname:135361","Dimophyes Moser, 1925","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Dimophyes","Siphonophore",3,
5049,"Dimophyes arctica","urn:lsid:marinespecies.org:taxname:135418","Dimophyes arctica (Chun, 1897)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Dimophyes","Siphonophore",18,44658
5050,"Diphyes","urn:lsid:marinespecies.org:taxname:135362","Diphyes Cuvier, 1817","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Siphonophore",127,
5051,"Diphyes antarctica","urn:lsid:marinespecies.org:taxname:287245","Diphyes antarctica Moser, 1925","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Siphonophore",91,77117
5052,"Diphyes bojani","urn:lsid:marinespecies.org:taxname:135419","Diphyes bojani (Eschscholtz, 1825)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Siphonophore",4,44662
5053,"Diphyes chamissonis","urn:lsid:marinespecies.org:taxname:287246","Diphyes chamissonis Huxley, 1859","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Siphonophore",2,77118
5054,"Diphyes dispar","urn:lsid:marinespecies.org:taxname:135420","Diphyes dispar Chamisso & Eysenhardt, 1821","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Diphyes","Siphonophore",16,44661
5058,"Dromalia alexandri","urn:lsid:marinespecies.org:taxname:289842","Dromalia alexandri Bigelow, 1911","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Rhodaliidae","Dromalia","Siphonophore",3,44693
5060,"Enneagonum hyalinum","urn:lsid:marinespecies.org:taxname:135407","Enneagonum hyalinum Quoy & Gaimard, 1827","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Abylidae","Enneagonum","Siphonophore",8,44645
5062,"Erenna richardi","urn:lsid:marinespecies.org:taxname:135487","Erenna richardi Bedot, 1904","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Erennidae","Erenna","Siphonophore",3,44712
5065,"Eudoxoides mitra","urn:lsid:marinespecies.org:taxname:135423","Eudoxoides mitra (Huxley, 1859)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Eudoxoides","Siphonophore",6,44665
5066,"Eudoxoides spiralis","urn:lsid:marinespecies.org:taxname:135424","Eudoxoides spiralis (Bigelow, 1911)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Diphyidae","Eudoxoides","Siphonophore",6,44664
5067,"Forskalia","urn:lsid:marinespecies.org:taxname:135396","Forskalia Kölliker, 1853","Genus","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","Forskalia","Siphonophore",3,
5068,"Forskalia contorta","urn:lsid:marinespecies.org:taxname:152179","Forskalia contorta (Milne Edwards, 1841)","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","Forskalia","Siphonophore",4,77178
5069,"Forskalia edwardsii","urn:lsid:marinespecies.org:taxname:135501","Forskalia edwardsii Kölliker, 1853","Species","Animalia","Cnidaria","Hydrozoa","Siphonophorae","Forskaliidae","Forskalia","Siphonophore",6,
